reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,comment[0]_en,altLabel[0]_en,ToolkitLabel_en,ToolkitDefinition_en,changeNote[0]_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],inverseOf,sameAs[0],propertyDisjointWith[0],propertyDisjointWith[1],propertyDisjointWith[2],propertyDisjointWith[3],propertyDisjointWith[4],propertyDisjointWith[5],propertyDisjointWith[6],propertyDisjointWith[7],propertyDisjointWith[8],propertyDisjointWith[9],propertyDisjointWith[10],propertyDisjointWith[11],propertyDisjointWith[12],propertyDisjointWith[13],propertyDisjointWith[14],propertyDisjointWith[15],propertyDisjointWith[16],propertyDisjointWith[17],propertyDisjointWith[18],propertyDisjointWith[19],propertyDisjointWith[20],propertyDisjointWith[21],propertyDisjointWith[22],propertyDisjointWith[23],propertyDisjointWith[24],propertyDisjointWith[25],propertyDisjointWith[26],propertyDisjointWith[27],propertyDisjointWith[28],propertyDisjointWith[29],propertyDisjointWith[30],propertyDisjointWith[31],propertyDisjointWith[32],propertyDisjointWith[33],propertyDisjointWith[34],propertyDisjointWith[35],propertyDisjointWith[36],propertyDisjointWith[37],propertyDisjointWith[38],propertyDisjointWith[39],propertyDisjointWith[40],propertyDisjointWith[41],propertyDisjointWith[42],disjointWith[0],equivalentClass,datatypeProperty,equivalentProperty,objectProperty,broadMatch[0],closeMatch[0],narrowMatch[0],*status,instructionNumber,"has element type","has path","has task","See Also[0]"
1573,"is realized through",,"Relates a work to an expression that is the realization of the work.",,,,,,,frbrer:P2001,property,isRealizedThrough,frbrer:C1001,frbrer:C1002,,,,frbrer:P2002,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1574,"is realization of",,"Relates an expression to the work that is realized through the expression.",,,,,,,frbrer:P2002,property,isRealizationOf,frbrer:C1002,frbrer:C1001,,,,frbrer:P2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1575,"is embodied in",,"Relates an expression to a manifestation that is the embodiment of the expression.",,,,,,,frbrer:P2003,property,isEmbodiedIn,frbrer:C1002,frbrer:C1003,,,,frbrer:P2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1576,"is embodiment of",,"Relates a manifestation to an expression that is embodied in the manifestation.",,,,,,,frbrer:P2004,property,isEmbodimentOf,frbrer:C1003,frbrer:C1002,,,,frbrer:P2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1577,"is exemplified by",,"Relates a manifestation to an item that is a single exemplar of the manifestation.",,,,,,,frbrer:P2005,property,isExemplifiedBy,frbrer:C1003,frbrer:C1004,,,,frbrer:P2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1578,"is exemplar of",,"Relates an item to the manifestation that is exemplified by the item.",,,,,,,frbrer:P2006,property,isExemplarOf,frbrer:C1004,frbrer:C1003,,,,frbrer:P2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1579,"is created by (corporate body)",,"Relates a work to a corporate body that is responsible for the creation of the intellectual or artistic content of the work.",,,,,,,frbrer:P2007,property,isCreatedByCorporateBody,frbrer:C1001,frbrer:C1006,,,,frbrer:P2008,,frbrer:P3007,frbrer:P3006,frbrer:P3005,frbrer:P3004,frbrer:P3003,frbrer:P3002,frbrer:P3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1580,"is creator (corporate body) of",,"Relates a corporate body to a work of which it is responsible for the creation of the intellectual or artistic content.",,,,,,,frbrer:P2008,property,isCreatorCorporateBodyOf,frbrer:C1006,frbrer:C1001,,,,frbrer:P2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1581,"is creator (person) of",,"Relates a person to a work of which they are responsible for the creation of the intellectual or artistic content.",,,,,,,frbrer:P2010,property,isCreatorPersonOf,frbrer:C1005,frbrer:C1001,,,,frbrer:P2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1582,"is created by (person)",,"Relates a work to a person who is responsible for the creation of the intellectual or artistic content of the work.",,,,,,,frbrer:P2009,property,isCreatedByPerson,frbrer:C1001,frbrer:C1005,,,,frbrer:P2010,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1583,"is realized by (corporate body)",,"Relates an expression to a corporate body that is responsible for the specifics of the intellectual or artistic realization or execution of the expression.",,,,,,,frbrer:P2011,property,isRealizedByCorporateBody,frbrer:C1002,frbrer:C1006,,,,frbrer:P2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1584,"is realizer (corporate body) of",,"Relates a corporate body to an expression of which it is responsible for the specifics of the intellectual or artistic realization or execution.",,,,,,,frbrer:P2012,property,isRealizerCorporateBodyOf,frbrer:C1006,frbrer:C1002,,,,frbrer:P2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1585,"is realized by (person)",,"Relates an expression to a person who is responsible for the specifics of the intellectual or artistic realization or execution of the expression.",,,,,,,frbrer:P2013,property,isRealizedByPerson,frbrer:C1002,frbrer:C1005,,,,frbrer:P2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1586,"is realizer (person) of",,"Relates a person to an expression of which they are responsible for the specifics of the intellectual or artistic realization or execution.",,,,,,,frbrer:P2014,property,isRealizerPersonOf,frbrer:C1005,frbrer:C1002,,,,frbrer:P2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1587,"is produced by (corporate body)",,"Relates a manifestation to a corporate body that is responsible for publishing, distributing, fabricating or manufacturing the manifestation.",,,,,,,frbrer:P2015,property,isProducedByCorporateBody,frbrer:C1003,frbrer:C1006,,,,frbrer:P2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1588,"is producer (corporate body) of",,"Relates a corporate body to a manifestation of which it is responsible for publishing, distributing, fabricating or manufacturing.",,,,,,,frbrer:P2016,property,isProducerCorporateBodyOf,frbrer:C1006,frbrer:C1003,,,,frbrer:P2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1589,"is produced by (person)",,"Relates a manifestation to a person who is responsible for publishing, distributing, fabricating or manufacturing the manifestation.",,,,,,,frbrer:P2017,property,isProducedByPerson,frbrer:C1003,frbrer:C1005,,,,frbrer:P2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1590,"is producer (person) of",,"Relates a person to a manifestation of which they are responsible for publishing, distributing, fabricating or manufacturing.",,,,,,,frbrer:P2018,property,isProducerPersonOf,frbrer:C1005,frbrer:C1003,,,,frbrer:P2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1591,"is owned by (corporate body)",,"Relates an item to a corporate body that is the owner or custodian of the item.",,,,,,,frbrer:P2019,property,isOwnedByCorporateBody,frbrer:C1004,frbrer:C1006,,,,frbrer:P2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1592,"is owner (corporate body) of",,"Relates a corporate body to an item of which it is the owner or custodian.",,,,,,,frbrer:P2020,property,isOwnerCorporateBodyOf,frbrer:C1006,frbrer:C1004,,,,frbrer:P2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1593,"is owned by (person)",,"Relates an item to a person who is the owner or custodian of the item.",,,,,,,frbrer:P2021,property,isOwnedByPerson,frbrer:C1004,frbrer:C1005,,,,frbrer:P2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1594,"is owner (person) of",,"Relates a person to an item of which they are the owner or custodian.",,,,,,,frbrer:P2022,property,isOwnerPersonOf,frbrer:C1005,frbrer:C1004,,,,frbrer:P2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1595,"has as subject (concept)",,"Relates a work to a concept that is the subject of the work.",,,,,,,frbrer:P2023,property,hasAsSubjectConcept,frbrer:C1001,frbrer:C1007,,,,frbrer:P2024,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1596,"is subject (concept) of",,"Relates a concept to a work of which it is the subject.",,,,,,,frbrer:P2024,property,isSubjectConceptOf,frbrer:C1007,frbrer:C1001,,,,frbrer:P2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1597,"has as subject (object)",,"Relates a work to an object that is the subject of the work.",,,,,,,frbrer:P2025,property,hasAsSubjectObject,frbrer:C1001,frbrer:C1008,,,,frbrer:P2026,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1598,"is subject (object) of",,"Relates an object to a work of which it is the subject.",,,,,,,frbrer:P2026,property,isSubjectObjectOf,frbrer:C1008,frbrer:C1001,,,,frbrer:P2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1599,"has as subject (event)",,"Relates a work to an event that is the subject of the work.",,,,,,,frbrer:P2027,property,hasAsSubjectEvent,frbrer:C1001,frbrer:C1009,,,,frbrer:P2028,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1600,"is subject (event) of",,"Relates an event to a work of which it is the subject.",,,,,,,frbrer:P2028,property,isSubjectEventOf,frbrer:C1009,frbrer:C1001,,,,frbrer:P2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1601,"has as subject (place)",,"Relates a work to a place that is the subject of the work.",,,,,,,frbrer:P2029,property,hasAsSubjectPlace,frbrer:C1001,frbrer:C1010,,,,frbrer:P2030,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1602,"is subject (place) of",,"Relates a place to a work of which it is the subject.",,,,,,,frbrer:P2030,property,isSubjectPlaceOf,frbrer:C1010,frbrer:C1001,,,,frbrer:P2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1603,"has as subject (corporate body)",,"Relates a work to a corporate body that is the subject of the work.",,,,,,,frbrer:P2031,property,hasAsSubjectCorporateBody,frbrer:C1001,frbrer:C1006,,,,frbrer:P2032,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1604,"is subject (corporate body) of",,"Relates a corporate body to a work of which it is the subject.",,,,,,,frbrer:P2032,property,isSubjectCorporateBodyOf,frbrer:C1006,frbrer:C1001,,,,frbrer:P2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1605,"has as subject (person)",,"Relates a work to a person that is the subject of the work.",,,,,,,frbrer:P2033,property,hasAsSubjectPerson,frbrer:C1001,frbrer:C1005,,,,frbrer:P2034,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1606,"is subject (person) of",,"Relates a person to a work of which it is the subject.",,,,,,,frbrer:P2034,property,isSubjectPersonOf,frbrer:C1005,frbrer:C1001,,,,frbrer:P2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1607,"has as subject (work)",,"Relates a work to a prior work that is the subject of the work.",,,,,,,frbrer:P2035,property,hasAsSubjectWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2036,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3005,frbrer:P3004,frbrer:P3006,frbrer:P3007,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2046,frbrer:P2045,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1608,"is subject (work) of",,"Relates a prior work to another work of which it is the subject.",,,,,,,frbrer:P2036,property,isSubjectWorkOf,frbrer:C1001,frbrer:C1001,,,,frbrer:P2035,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2098,frbrer:P2035,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1609,"has as subject (expression)",,"Relates a work to an expression that is the subject of the work.",,,,,,,frbrer:P2037,property,hasAsSubjectExpression,frbrer:C1001,frbrer:C1002,,,,frbrer:P2038,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1610,"is subject (expression) of",,"Relates an expression to a work of which it is the subject.",,,,,,,frbrer:P2038,property,isSubjectExpressionOf,frbrer:C1002,frbrer:C1001,,,,frbrer:P2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1611,"has as subject (manifestation)",,"Relates a work to a manifestation that is the subject of the work.",,,,,,,frbrer:P2039,property,hasAsSubjectManifestation,frbrer:C1001,frbrer:C1003,,,,frbrer:P2040,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1612,"is subject (manifestation) of",,"Relates a manifestation to a work of which it is the subject.",,,,,,,frbrer:P2040,property,isSubjectManifestationOf,frbrer:C1003,frbrer:C1001,,,,frbrer:P2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1613,"has as subject (item)",,"Relates a work to an item that is the subject of the work.",,,,,,,frbrer:P2041,property,hasAsSubjectItem,frbrer:C1001,frbrer:C1004,,,,frbrer:P2042,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1614,"is subject (item) of",,"Relates an item to a work of which it is the subject.",,,,,,,frbrer:P2042,property,isSubjectItemOf,frbrer:C1004,frbrer:C1001,,,,frbrer:P2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
